translation_x,translation_y,translation_z,frame_numbers
0.004725388818833,-0.0988319758068621,0.0036191025197815,frame_000000
0.0007384862398253,-0.0941878319724337,0.0093565143951362,frame_000001
-0.0017429002833266,-0.0924426134635529,0.0148349952404319,frame_000002
-0.0029529730984059,-0.093114927433814,0.0200678527604878,frame_000003
-0.0031259345531958,-0.0957233810368114,0.0250683946601231,frame_000004
-0.0024959869954794,-0.0997865814261394,0.0298499286441571,frame_000005
-0.0012973327730401,-0.1048231357553921,0.0344257624174089,frame_000006
0.000235825766339,-0.110351651178164,0.0388092036846977,frame_000007
0.0018692862748748,-0.1158907348480494,0.0430135601508429,frame_000008
0.0033688464047841,-0.1209589939186425,0.0470521395206635,frame_000009
0.0045003038082836,-0.1250750355435377,0.0509382494989788,frame_000010
0.0050294561375901,-0.1277574668763292,0.054685197790608,frame_000011
0.0047221010449205,-0.1285248950706113,0.0583062921003704,frame_000012
0.0023437188912367,-0.1218316184577172,0.0617402239414259,frame_000013
-0.0010384138409231,-0.117176973598343,0.0652180486959076,frame_000014
-0.0047793633940996,-0.1118448017004934,0.06866778278606,frame_000015
-0.0096905878229448,-0.1013422929046953,0.0720213426610424,frame_000016
-0.0164821130255018,-0.0851327921108881,0.0753753858488521,frame_000017
-0.0257625326552869,-0.0637999117544666,0.0786957325837347,frame_000018
-0.0380390081815339,-0.0392202677418889,0.0817969273358197,frame_000019
-0.0537172685819554,-0.0097168127257118,0.084676418291785,frame_000020
-0.0723560833875041,0.026119172994249,0.087461569820288,frame_000021
-0.0925366687499681,0.0694280814552033,0.090329245212,frame_000022
-0.1176081909675695,0.1210819776666667,0.0928648037710516,frame_000023
-0.1483256861561799,0.1816845987500185,0.0951212029875896,frame_000024
-0.1844355734229448,0.2515713541111578,0.0973593021913157,frame_000025
-0.2235015766489593,0.3308093253793738,0.0996950571606847,frame_000026
-0.2661227798584285,0.4182111632168544,0.102195536455631,frame_000027
-0.3144787085529708,0.5111623511958386,0.1048238271602891,frame_000028
-0.36567664089407,0.6132207448792986,0.1076365947375043,frame_000029
-0.4191136885520036,0.7233926937255911,0.1107918725224905,frame_000030
-0.4748912838477312,0.8380574525781447,0.1145064107481376,frame_000031
-0.5357975459776624,0.9608357668206228,0.1185952985220911,frame_000032
-0.6034813820647158,1.0937073911320632,0.1230695005016364,frame_000033
-0.6771281622456767,1.2352594135649049,0.1280618797684259,frame_000034
-0.752932276246449,1.3838105935650675,0.1335120247972382,frame_000035
-0.8302851303910098,1.5395495988935093,0.1393842383932372,frame_000036
-0.9117751490438684,1.7026105934888365,0.1456628698853614,frame_000037
-0.9949185090264184,1.8690374227630704,0.1523473912025119,frame_000038
-1.0788118282553232,2.039016239033012,0.1594107137284632,frame_000039
-1.165587085038759,2.2210697968697795,0.1668716096900962,frame_000040
-1.2562341953616505,2.4078182499934893,0.1746913611645939,frame_000041
-1.3504460095681077,2.5960693389250977,0.1827425301892432,frame_000042
-1.444289178420823,2.780419197059835,0.1905411466547265,frame_000043
-1.539447789958658,2.9706441721701906,0.1982536074849645,frame_000044
-1.6363725826759612,3.1679328718123347,0.20599184166102,frame_000045
-1.7345056803306416,3.3683291413815173,0.2139213615506364,frame_000046
-1.8339960642533195,3.568811779666912,0.2216568247605043,frame_000047
-1.9363461982239107,3.770374437721797,0.2291327960200693,frame_000048
-2.041502192676971,3.9761012062698127,0.2368067912991837,frame_000049
-2.14850044138079,4.185120020682385,0.2445000746170945,frame_000050
-2.2571830904803942,4.396424652617796,0.252128272432628,frame_000051
-2.369783551555885,4.608874710208391,0.2596762692570691,frame_000052
-2.483564421538615,4.825017627923657,0.2670993683144738,frame_000053
-2.5974701710937924,5.045042073424885,0.2744078754577161,frame_000054
-2.7135820638125048,5.264853535955767,0.2817268583881697,frame_000055
-2.8319000993536387,5.486798204818969,0.2888425873324665,frame_000056
-2.9524242775218257,5.712063429625378,0.2956615839376536,frame_000057
-3.0751545982093766,5.940850456091423,0.3022957044855569,frame_000058
-3.1972015135230603,6.166785665314361,0.3086640721724719,frame_000059
-3.3173573455529413,6.38986905699365,0.3147143649761388,frame_000060
-3.437551205741248,6.616474249722307,0.320457469601409,frame_000061
-3.557630945974101,6.846399997874407,0.3258739817956051,frame_000062
-3.6774444180798618,7.07944505570735,0.3309888169247565,frame_000063
-3.796839473848727,7.315408177392981,0.3358018992338483,frame_000064
-3.915663966329147,7.550266126323267,0.3404274975611543,frame_000065
-4.0333121558613225,7.782220269248453,0.3447641639603563,frame_000066
-4.147931953336042,8.013620987653276,0.3485278894501488,frame_000067
-4.26002196120683,8.24586568097026,0.3519599316632298,frame_000068
-4.372861925622551,8.48131144017221,0.3553906007361611,frame_000069
-4.484218441708689,8.708985763621682,0.3585881196106599,frame_000070
-4.593939357383593,8.934926860034338,0.3614251027768076,frame_000071
-4.7027797070307855,9.161916951168203,0.363902142828943,frame_000072
-4.813987220669481,9.393849303589583,0.366179361971145,frame_000073
-4.925940252369857,9.62817648172656,0.3682640955348162,frame_000074
-5.03789327626719,9.863509890144496,0.3701459902995198,frame_000075
-5.149846292641951,10.099447037511634,0.3718474319969733,frame_000076
-5.261799304314163,10.332832559404084,0.373374469498349,frame_000077
-5.373752310249384,10.564660106218108,0.3747952379311613,frame_000078
-5.4857053072919,10.798147931395963,0.376246175980387,frame_000079
-5.597658296066844,11.032692298243882,0.3775865321082862,frame_000080
-5.709611277096325,11.267689469860166,0.3787731333084376,frame_000081
-5.8215642508336085,11.502535709253374,0.3798210637128943,frame_000082
-5.933517217830035,11.736627279463717,0.3806710834552353,frame_000083
-6.045470177858028,11.970560370912631,0.3812842568205007,frame_000084
-6.157423128620653,12.208228249098958,0.3815790848149657,frame_000085
-6.269376074553439,12.444330605808789,0.3816776511489226,frame_000086
-6.381329015156716,12.678874987766394,0.3815953821255184,frame_000087
-6.493281947043041,12.915079648829972,0.3813245694190765,frame_000088
-6.605234870639139,13.152340851687187,0.3809939424029386,frame_000089
-6.717187786420766,13.390054859221966,0.3806296159493904,frame_000090
-6.829140694968699,13.627617934579272,0.3800937753996628,frame_000091
-6.941093596583918,13.864426340070214,0.3797041312946885,frame_000092
-7.053046492961653,14.098890234798002,0.3795111224357801,frame_000093
-7.164999387412008,14.328260938764604,0.3792821429929413,frame_000094
-7.276952272348074,14.560052462092116,0.3791174087279378,frame_000095
-7.388905145743098,14.796257136659223,0.3791392370510201,frame_000096
-7.500858010183723,15.03351835200954,0.3794998259000596,frame_000097
-7.612810866150537,15.271232370809862,0.3802965034148777,frame_000098
-7.724763714348964,15.50879545615313,0.3814742952484123,frame_000099
-7.836716555665477,15.745603871528004,0.3828339202532299,frame_000100
-7.946588132344841,15.98105387653103,0.3846316196999862,frame_000101
-8.055433972029109,16.214755558856936,0.3869154803202657,frame_000102
-8.165991470506373,16.448457243783274,0.3896607278224588,frame_000103
-8.276027219044183,16.6839072508493,0.3925889454533363,frame_000104
-8.386444597885294,16.919729564390437,0.3955488257085526,frame_000105
-8.49982885874595,17.15317550748247,0.3985083966779685,frame_000106
-8.613794442447594,17.387937095761547,0.4016455338419838,frame_000107
